fiscalDateEnding,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
2013-11-30,USD,2449347000,7799696000,5350349000,5350349000,1091099000,1376263000,None,1292878000,6756000,-3658000,None,3658000,87043000,-10620000,None,145327000,1023777000,271931000,3658000,811646000,918878000,1027435000,1214547000,751846000,USD,16515938000,11291459000,4527198000,4529792000,None,3506187000,5224479000,779247000,1708458000,1931120000,1931120000,1931120000,28367000,43536000,2594000,723893000,817175000,11588107000,7828743000,982733000,None,0,683638000,3270934000,None,25943000,None,None,25943000,692947000,380724000,4927831000,7914576000,10200630000,75000,636695545,USD,181233000,None,None,-422106000,542337000,145327000,58959000,273116000,-615063000,762548000,-195552000,-1138516000,0,721514000,721514000,None,630234000,630234000,None,None,None,None,-541281000,None,-1104687000,48148000,751846000,2013-12-19,1.13,1.09,0.04,3.6697,pre-market
2013-08-31,USD,2349600000,7524994000,5175394000,5175394000,983503000,1365613000,715094000,2082964000,7016000,-2257000,None,2257000,70325000,-23358000,None,153707000,908578000,237577000,2257000,727327000,470406000,910835000,1121352000,671001000,USD,16867049000,11844178000,5631885000,5634410000,None,3333126000,5022871000,779675000,1608211000,1818586000,325951000,1818586000,1317000,43631000,2525000,568277000,789218000,11906863000,8160990000,961851000,2748012000,0,575248000,3278230000,None,25600000,26000000,None,25600000,908852000,463403000,4960186000,7326079000,10069844000,75000,642359475,USD,1275510000,None,None,405504000,129314000,153707000,102229000,-43998000,255239000,727327000,-532586000,-1023636000,19000,1096814000,1096814000,None,0,0,None,None,None,None,-1039096000,None,-306200000,-25488000,671001000,2013-09-26,1.01,1.01,0,0,pre-market
2013-05-31,USD,2438019000,7707935000,5269916000,5269916000,1141971000,1345272000,None,1348860000,7251000,-3588000,None,3588000,-59586000,951000,None,142131000,1082780000,272522000,3588000,874063000,646700000,1086368000,1243080000,810258000,USD,16523758000,12078919000,5938085000,5940571000,None,3375047000,4444839000,798915000,1699087000,1472955000,1472955000,1472955000,None,55577000,2486000,564407000,606348000,11198891000,7630622000,922658000,2758078000,0,605112000,3083076000,None,None,None,None,None,575930000,342706000,5324867000,6310666000,9404277000,75000,650625931,USD,1502209000,None,None,416285000,-10911000,142131000,90576000,-52382000,249389000,874063000,-151229000,-998907000,0,617749000,617749000,None,561603000,561603000,None,None,None,None,-436500000,None,301999000,-50074000,810258000,2013-06-27,1.14,1.13,0.01,0.885,pre-market
2013-02-28,USD,2230363000,7493320000,5262957000,5262957000,1164532000,1289598000,None,1293239000,9859000,-3641000,None,3641000,-15764000,10599000,None,157266000,1096053000,-5749000,3641000,1187098000,1023607000,1099694000,1118489000,1101802000,USD,16358730000,12016949000,5636086000,5636490000,731346000,3518104000,4341781000,810896000,1692729000,1439238000,1439238000,1439238000,None,45827000,404000,673211000,654479000,10906381000,7365474000,883048000,2846133000,13000,13000,3053385000,None,16000,None,None,29000,637872000,316150000,5452349000,5767788000,9157797000,75000,649520337,USD,634224000,None,None,-639420000,6217000,157266000,90241000,-12314000,None,1187098000,-176663000,-465424000,0,608958000,608958000,None,0,0,None,None,None,None,-496719000,None,-42806000,-34943000,1101802000,2013-03-28,1,0.97,0.03,3.0928,pre-market
2012-11-30,USD,2366193000,7668036000,5301843000,5301843000,1048674000,1317054000,None,1321603000,8767000,-4549000,None,4549000,36687000,-6436000,None,139924000,979242000,280425000,4549000,766031000,766567000,983791000,1197830000,698817000,USD,16408020000,12013526000,5678892000,5681241000,None,3501506000,4394494000,799443000,1637839000,1386630000,1386630000,1386630000,None,27902000,2349000,670360000,753032000,11901387000,7977359000,890233000,2663731000,13000,13000,3436689000,None,19000,None,None,32000,882991000,314239000,4506633000,5345228000,8060240000,75000,639659238,USD,-108815000,None,None,-740061000,415900000,139924000,86547000,418388000,None,766031000,-295737000,-577662000,0,220831000,220831000,None,560135000,560135000,None,None,None,None,-56225000,None,-961634000,20580000,698817000,2012-12-19,1.06,1.04,0.02,1.9231,pre-market
2012-08-31,USD,2248890000,7288259000,5039369000,5039369000,940350000,1308107000,559611000,1870904000,11488000,-3186000,None,3186000,None,-2498000,None,178909000,888281000,309999000,3186000,636155000,496688000,891467000,1131180000,578282000,USD,16665415000,12587931000,6640526000,6642787000,None,3080877000,4077484000,779494000,1548256000,1215383000,1215383000,1215383000,None,28180000,2261000,778701000,695568000,12519582000,8109205000,903847000,2828816000,11000,11000,3931782000,None,22000,None,None,33000,908392000,322596000,4145833000,5285625000,7904242000,74000,636064228,USD,1708191000,None,None,515505000,-185751000,178909000,115258000,-336477000,None,636155000,-112615000,-642984000,-5213000,695741000,695741000,None,0,0,None,None,None,None,-639019000,None,1011867000,59275000,578282000,2012-09-27,0.88,0.88,0,0,pre-market
2012-05-31,USD,2370905000,7640790000,5269885000,5269885000,1060761000,1309709000,None,1313206000,11304000,-3497000,None,3497000,None,-2115000,None,135001000,992841000,303622000,3497000,762831000,374789000,996338000,1207501000,689219000,USD,15535915000,11458026000,5628659000,5630897000,None,3222310000,4077889000,752495000,1656033000,1205678000,1205678000,1205678000,None,28706000,2238000,506681000,694955000,11429911000,7593067000,808674000,2703307000,5381000,5381000,3354755000,None,49000,None,None,5430000,870756000,283534000,4106004000,4674740000,7330215000,74000,645761617,USD,1215590000,None,None,517433000,178507000,135001000,90462000,200535000,None,762831000,-95568000,-949972000,0,653021000,653021000,None,475961000,475961000,None,None,None,None,-484235000,None,59913000,-110137000,689219000,2012-06-28,1.03,0.99,0.04,4.0404,pre-market
2012-02-29,USD,2116366000,7259828000,5143462000,5143462000,889299000,1226652000,None,1230872000,9246000,-4220000,None,4220000,None,4215000,None,147010000,828273000,184350000,4220000,714190000,814282000,832493000,1045970000,643923000,USD,15808096000,11554680000,5568746000,5571853000,None,3355991000,4253416000,775871000,1683964000,1232474000,1232474000,1232474000,None,39376000,3107000,623920000,844578000,11339543000,7537851000,892436000,2912006000,4653000,4653000,3277100000,None,1201000,None,None,5854000,790307000,244954000,4468553000,4109064000,7113037000,74000,646452990,USD,857813000,None,None,-259817000,-65296000,147010000,85379000,-200331000,None,714190000,-87291000,-378282000,0,464974000,464974000,None,0,0,None,None,None,None,-376042000,None,476840000,84600000,643923000,2012-03-22,0.97,0.86,0.11,12.7907,pre-market
2011-11-30,USD,2251540000,7589108000,5337568000,5337568000,981138000,1269994000,None,1274152000,10512000,-4158000,None,4158000,None,5535000,None,132625000,923356000,281270000,4158000,711757000,323983000,927514000,1124683000,642086000,USD,15290845000,10992719000,5091906000,5096544000,None,3325556000,4298126000,745898000,1590670000,1225298000,1225298000,1225298000,None,38207000,4638000,512429000,885080000,11524485000,7575125000,898113000,2666590000,4762000,4762000,3496536000,None,1620000,None,None,6382000,894457000,250031000,3766360000,3740023000,6467622000,74000,644285298,USD,475258000,None,None,50641000,503373000,132625000,80875000,464732000,None,711757000,-239911000,-587617000,0,285105000,285105000,None,474896000,474896000,None,None,None,None,-145158000,None,-609172000,-256902000,642086000,2011-12-15,0.96,0.94,0.02,2.1277,pre-market
2011-08-31,USD,2215387000,7174073000,4958686000,4958686000,922529000,1292451000,503222000,1799603000,11936000,-3930000,None,3930000,None,3922000,None,141340000,864466000,252533000,3930000,682865000,630365000,868396000,1076212000,611933000,USD,15731510000,11471183000,5701078000,5706007000,556160000,3236059000,4260327000,785231000,1639965000,1131991000,1131991000,1131991000,None,40365000,4929000,587224000,937675000,11852559000,7906589000,949250000,2772710000,4419000,4419000,3474049000,None,None,None,None,4419000,855208000,233581000,3878951000,3577574000,6281517000,74000,647428247,USD,1381276000,None,None,582279000,150619000,141340000,136975000,-57873000,None,682865000,-321130000,-614535000,-69000,730804000,730804000,None,0,0,None,None,None,None,-641801000,None,444394000,-1217000,611933000,2011-09-27,0.91,0.88,0.03,3.4091,pre-market
2011-05-31,USD,2309628000,7204355000,4894727000,4894727000,949416000,1359816000,None,1362643000,9861000,-2827000,None,2827000,None,1421000,None,130773000,886793000,258780000,2827000,699069000,714682000,889620000,1090446000,628013000,USD,14903969000,11147260000,5256684000,5261349000,None,3272697000,3756709000,740771000,1762206000,983389000,983389000,983389000,None,41983000,4665000,615225000,752633000,11190166000,7372666000,862651000,2725879000,4621000,4621000,3354871000,None,None,None,None,4621000,713857000,221865000,3713803000,2994361000,5674772000,74000,651339239,USD,1352960000,None,None,647601000,262763000,130773000,112681000,106842000,None,699069000,-111832000,-756470000,0,643861000,643861000,None,322992000,322992000,None,None,None,None,-457533000,None,579140000,94482000,628013000,2011-06-23,0.93,0.9,0.03,3.3333,pre-market
2011-02-28,USD,1917224000,6496293000,4579069000,4579069000,771577000,1145278000,None,1148785000,9893000,-3507000,None,3507000,None,-2948000,None,121084000,711414000,208397000,3507000,565750000,592786000,714921000,902923000,503017000,USD,13893673000,10279277000,4677544000,4682736000,567826000,3072103000,3614396000,694788000,1673610000,966819000,966819000,966819000,None,37708000,5192000,583236000,755795000,10300766000,6617096000,846365000,None,422000,422000,3228806000,None,4129000,None,None,4551000,623227000,215217000,3592907000,2518516000,5367504000,74000,646292241,USD,601104000,None,None,13999000,264772000,121084000,78575000,85388000,None,565750000,-135585000,-46892000,0,177492000,177492000,None,0,0,None,None,None,None,-65728000,None,517092000,98465000,503017000,2011-03-24,0.75,0.71,0.04,5.6338,pre-market
2010-11-30,USD,1944480000,6478193000,4533713000,4533713000,826935000,1117197000,None,1121933000,9393000,-4736000,None,4736000,None,13087000,None,120059000,773786000,239072000,4736000,605556000,591756000,778522000,956735000,534714000,USD,12868874000,9469710000,4160452000,4163616000,None,2846561000,3399164000,673697000,1638671000,895233000,895233000,895233000,None,40002000,3164000,543711000,660038000,9959478000,6446851000,824354000,None,332000,332000,3110913000,None,None,None,None,332000,660561000,220200000,2909396000,2564141000,4860443000,74000,637298491,USD,106399000,None,None,-117631000,605635000,120059000,75483000,486124000,-56484000,605556000,-134840000,-703607000,0,619720000,619720000,None,320650000,320650000,None,None,None,None,-449449000,None,-677840000,54208000,534714000,2010-12-16,0.81,0.75,0.06,8,pre-market
2010-08-31,USD,1844812000,5833073000,3988261000,3988261000,713634000,1131118000,383700000,1518434000,8556000,-3616000,None,3616000,None,-1945000,None,124958000,651813000,206331000,3616000,510263000,445482000,655429000,847208000,445482000,USD,12835253000,9563625000,4838292000,4841279000,569678000,2534598000,3271628000,659569000,1559738000,841234000,841234000,841234000,None,41023000,2987000,490243000,624521000,9999507000,6567604000,885328000,None,143000,143000,2992926000,None,1445000,None,None,1588000,671493000,226696000,2835746000,2524137000,4634329000,74000,637092938,USD,1251605000,None,None,592642000,144909000,124958000,101602000,-25948000,601850000,510263000,-109920000,-706406000,-388000,738396000,738396000,None,0,0,None,None,None,None,-692556000,None,526181000,90902000,445482000,2010-09-30,0.66,0.63,0.03,4.7619,pre-market
2010-05-31,USD,1931650000,5975495000,4043845000,4043845000,803830000,1124544000,None,1126605000,7401000,-2061000,None,2061000,None,-5887000,None,116314000,730358000,239761000,2061000,563519000,410042000,732419000,930821000,490597000,USD,11917658000,8843390000,4312111000,4320205000,None,2350493000,3074268000,625534000,None,805282000,805282000,805282000,None,39590000,8094000,496770000,336849000,8921028000,5829054000,683094000,None,573000,573000,2627204000,None,198000,None,None,771000,620887000,207484000,2996630000,1876222000,4180885000,75000,641355607,USD,960923000,None,None,332396000,108723000,116314000,57750000,116050000,385018000,563519000,-86631000,-548031000,393000,446952000,446952000,None,272706000,272706000,None,None,None,None,-298139000,None,197360000,-128901000,490597000,2010-06-24,0.73,0.69,0.04,5.7971,pre-market
2010-02-28,USD,1690331000,5537823000,3847492000,3847492000,650973000,1036721000,None,1041240000,7029000,-4519000,None,4519000,None,-13791000,None,118518000,577271000,177511000,4519000,461879000,312663000,581790000,779157000,399760000,USD,11890088000,8774452000,4114751000,4122074000,None,2470983000,3115636000,646727000,None,813783000,813783000,813783000,None,30162000,7323000,563408000,323270000,8930592000,5809219000,683632000,None,206000,206000,2639966000,None,199000,None,None,405000,679703000,213221000,2959496000,1736582000,4031834000,18000,638695204,USD,659981000,None,None,2775000,18299000,118518000,44046000,48606000,-326756000,461879000,-47854000,-342876000,0,434257000,434257000,None,0,0,None,None,None,None,-343166000,None,114688000,-154563000,399760000,2010-03-25,0.6,0.61,-0.01,-1.6393,pre-market
2009-11-30,USD,1783954000,5747687000,3963733000,3963733000,746408000,1033981000,None,1038462000,6945000,-4481000,None,4481000,None,5899000,None,114898000,675124000,230307000,4481000,524798000,560389000,679605000,868251000,444817000,USD,12184819000,8929311000,4000063000,4005119000,None,2503615000,3255508000,685052000,None,838818000,838818000,838818000,None,31250000,5056000,636912000,336032000,9375552000,6177169000,689769000,None,1734000,1734000,2693773000,None,855000,None,None,2589000,749559000,235595000,2809267000,1672322000,3744676000,17000,631527053,USD,219111000,None,None,-272742000,297631000,114898000,34817000,238525000,-135634000,524798000,-29360000,-831713000,0,451270000,451270000,None,551442000,551442000,None,None,None,None,-299989000,None,-541599000,100363000,444817000,2009-12-17,0.67,0.65,0.02,3.0769,pre-market
2009-08-31,USD,1660354000,5505449000,3845095000,3845095000,419586000,432602000,434937000,984767000,None,None,None,4222000,None,-1078000,None,127582000,371198000,116506000,None,None,None,375420000,811091000,254692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-01,0.63,0.63,0,0,pre-market
2009-05-31,USD,1670627000,5537348000,3866721000,3866721000,732040000,410532000,None,935411000,None,None,None,3285000,None,10524000,None,116377000,655211000,211242000,None,None,None,658496000,860242000,443969000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-25,0.68,0.64,0.04,6.25,pre-market
2009-02-28,USD,1622325000,5657563000,4035238000,4035238000,677467000,957867000,None,957867000,None,None,None,3214000,None,13673000,None,135069000,607990000,196554000,None,None,None,611204000,772964000,411436000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-26,0.63,0.62,0.01,1.6129,pre-market
2008-11-30,USD,1887808000,6470608000,4582800000,4582800000,814772000,1069931000,None,1069931000,None,None,None,3400000,None,-26407000,None,119563000,695154000,215288000,None,None,None,698554000,965592000,479866000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-18,0.74,0.68,0.06,8.8235,pre-market
2008-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09-25,0.67,0.66,0.01,1.5152,pre-market
2008-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-26,0.74,0.69,0.05,7.2464,pre-market
2008-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-27,0.64,0.56,0.08,14.2857,pre-market
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-19,0.6,0.56,0.04,7.1429,pre-market
2007-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-27,0.5,0.48,0.02,4.1667,pre-market
2007-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-28,0.54,0.55,-0.01,-1.8182,pre-market
2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-27,0.47,0.42,0.05,11.9048,pre-market
2006-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-20,0.46,0.42,0.04,9.5238,pre-market
2006-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-28,0.39,0.38,0.01,2.6316,pre-market
2006-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-06-29,0.5,0.46,0.04,8.6957,pre-market
2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-28,0.37,0.35,0.02,5.7143,pre-market
2005-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-05,0.36,0.34,0.02,5.8824,pre-market
2005-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-06,0.38,0.36,0.02,5.5556,pre-market
2005-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-07,0.44,0.43,0.01,2.3256,pre-market
2005-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-07,0.32,0.32,0,0,pre-market
2004-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-06,0.32,0.31,0.01,3.2258,pre-market
2004-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-13,0.3,0.28,0.02,7.1429,pre-market
2004-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-07,0.37,0.37,0,0,pre-market
2004-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-03-30,0.29,0.25,0.04,16,pre-market
2003-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-13,0.27,0.28,-0.01,-3.5714,pre-market
2003-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-09,0.25,0.25,0,0,pre-market
2003-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-15,0.28,0.25,0.03,12,pre-market
2003-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-14,0.25,0.24,0.01,4.1667,pre-market
2002-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-09,0.27,0.26,0.01,3.8462,pre-market
2002-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-10,0.16,0.16,0,0,pre-market
2002-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-07-12,0.27,0.26,0.01,3.8462,pre-market
2002-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-11,0.23,0.22,0.01,4.5455,pre-market
2001-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-01-09,0.25,0.24,0.01,4.1667,pre-market
2001-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-10-11,0.12,0.11,0.01,9.0909,pre-market
